,fov,peak,birth_label,birth_time,division_time,sb,sd,delta,elong_rate,tau,width,septum_position
f17p0731t0316r03,17,731,3,316,331,1.8955078125,3.4453125,1.5498046875,0.78076171875,45.0,0.497,0.5283203125
f17p0731t0317r02,17,731,2,317,334,1.8955078125,3.720703125,1.8251953125,0.77978515625,51.0,0.508,0.54296875
f17p0731t0331r04,17,731,4,331,351,1.8212890625,4.30859375,2.486328125,0.8564453125,60.0,0.4917,0.486572265625
f17p0731t0334r02,17,731,2,334,350,2.01953125,3.51171875,1.4931640625,0.73486328125,48.0,0.5244,0.5185546875
f17p0731t0334r03,17,731,3,334,352,1.701171875,3.71875,2.017578125,0.88330078125,54.0,0.4944,0.438232421875
f17p0731t0350r03,17,731,3,350,367,1.69140625,3.44921875,1.7587890625,0.81494140625,51.0,0.5425,0.489990234375
f17p0731t0367r03,17,731,3,367,382,1.6904296875,3.466796875,1.77734375,0.935546875,45.0,0.5435,0.47216796875
f17p0731t0367r04,17,731,4,367,385,1.759765625,3.66015625,1.9013671875,0.81494140625,54.0,0.515,0.482421875
f17p0731t0382r03,17,731,3,382,397,1.63671875,3.263671875,1.6259765625,0.92529296875,45.0,0.522,0.498291015625
f17p0731t0382r04,17,731,4,382,396,1.830078125,3.447265625,1.6171875,0.9091796875,42.0,0.4978,0.50927734375
f17p0731t0396r04,17,731,4,396,412,1.755859375,3.646484375,1.8896484375,0.94287109375,48.0,0.4814,0.49951171875
f17p0731t0397r03,17,731,3,397,411,1.6259765625,2.810546875,1.18359375,0.7900390625,42.0,0.515,0.44482421875
f17p0731t0397r04,17,731,4,397,413,1.63671875,3.53125,1.89453125,0.90771484375,48.0,0.498,0.5
f17p0731t0411r04,17,731,4,411,433,1.5595703125,3.38671875,1.826171875,0.7958984375,66.0,0.4583,0.50048828125
f17p0731t0432r03,17,731,3,432,449,1.9541015625,4.16015625,2.20703125,0.87890625,51.0,0.521,0.53125
f17p0731t0432r04,17,731,4,432,449,1.5615234375,2.99609375,1.43359375,0.73486328125,51.0,0.4897,0.54443359375
f17p0731t0449r03,17,731,3,449,463,2.2109375,4.109375,1.900390625,0.82568359375,42.0,0.487,0.55712890625
f17p0731t0449r04,17,731,4,449,463,1.951171875,3.583984375,1.6337890625,0.87646484375,42.0,0.4895,0.52734375
f17p0731t0463r03,17,731,3,463,471,2.2890625,2.990234375,0.7001953125,0.7265625,24.0,0.4626,0.5654296875
f17p0731t0463r04,17,731,4,463,471,1.8212890625,2.607421875,0.78515625,0.89453125,24.0,0.4775,0.50146484375
f17p0731t0478r03,17,731,3,478,492,2.408203125,4.03125,1.62109375,0.810546875,42.0,0.4778,0.58056640625
f17p0731t0478r04,17,731,4,478,492,1.8212890625,3.642578125,1.8212890625,0.92578125,42.0,0.4863,0.51806640625
f17p0806t0009r01,17,806,1,9,26,1.9541015625,3.787109375,1.8330078125,0.892578125,51.0,0.559,0.51953125
f17p0806t0009r02,17,806,2,9,23,2.234375,3.978515625,1.7451171875,0.8486328125,42.0,0.542,0.5087890625
f17p0806t0023r02,17,806,2,23,39,2.0234375,3.775390625,1.7509765625,0.82275390625,48.0,0.5024,0.4306640625
f17p0806t0023r03,17,806,3,23,40,1.9541015625,4.2421875,2.287109375,0.9482421875,51.0,0.5137,0.475341796875
f17p0806t0026r01,17,806,1,26,44,1.966796875,3.970703125,2.00390625,0.806640625,54.0,0.5703,0.5078125
f17p0806t0026r02,17,806,2,26,43,1.8203125,3.908203125,2.087890625,0.92724609375,51.0,0.549,0.5498046875
f17p0806t0039r04,17,806,4,39,56,2.1484375,3.78515625,1.6357421875,0.6806640625,51.0,0.4888,0.483642578125
f17p0806t0043r02,17,806,2,43,57,2.1484375,3.7890625,1.6396484375,0.80322265625,42.0,0.5703,0.4853515625
f17p0806t0043r03,17,806,3,43,58,1.759765625,3.7109375,1.951171875,0.9697265625,45.0,0.5454,0.473388671875
f17p0806t0044r01,17,806,1,44,59,2.015625,3.78515625,1.7685546875,0.81396484375,45.0,0.567,0.5166015625
f17p0806t0044r02,17,806,2,44,59,1.9541015625,4.0546875,2.1015625,0.9482421875,45.0,0.5454,0.451416015625
f17p0806t0059r01,17,806,1,59,74,1.9541015625,3.255859375,1.3017578125,0.81787109375,45.0,0.5464,0.5205078125
f17p0806t0059r02,17,806,2,59,76,1.830078125,3.83984375,2.009765625,0.84716796875,51.0,0.558,0.490966796875
f17p0806t0059r04,17,806,4,59,73,2.224609375,4.1875,1.9638671875,0.90380859375,42.0,0.4863,0.49755859375
f17p0806t0073r03,17,806,3,73,92,1.6298828125,3.904296875,2.275390625,0.83349609375,57.0,0.4917,0.53271484375
f17p0806t0074r01,17,806,1,74,91,1.6953125,3.654296875,1.9599609375,0.80712890625,51.0,0.5273,0.4814453125
f17p0806t0074r02,17,806,2,74,93,1.5615234375,3.578125,2.015625,0.833984375,57.0,0.5254,0.45458984375
f17p0806t0076r03,17,806,3,76,91,1.884765625,3.255859375,1.37109375,0.70947265625,45.0,0.5396,0.45947265625
f17p0806t0076r04,17,806,4,76,89,1.9541015625,3.2109375,1.2568359375,0.791015625,39.0,0.5054,0.5126953125
f17p0806t0091r01,17,806,1,91,106,1.759765625,3.25,1.4912109375,0.80859375,45.0,0.5664,0.490234375
f17p0806t0091r02,17,806,2,91,108,1.8955078125,3.595703125,1.701171875,0.78955078125,51.0,0.5713,0.490966796875
f17p0806t0091r04,17,806,4,91,108,1.49609375,3.328125,1.8310546875,0.86962890625,51.0,0.516,0.51123046875
f17p0806t0093r03,17,806,3,93,109,1.6259765625,3.123046875,1.49609375,0.8505859375,48.0,0.5195,0.52099609375
f17p0806t0093r04,17,806,4,93,110,1.951171875,3.646484375,1.6953125,0.80078125,51.0,0.536,0.447021484375
f17p0806t0106r01,17,806,1,106,123,1.59375,3.2109375,1.6171875,0.87646484375,51.0,0.556,0.5126953125
f17p0806t0106r02,17,806,2,106,122,1.6572265625,3.19921875,1.541015625,0.8447265625,48.0,0.564,0.491455078125
f17p0806t0108r03,17,806,3,108,121,1.765625,2.99609375,1.2294921875,0.8232421875,39.0,0.545,0.5224609375
f17p0806t0108r04,17,806,4,108,121,1.830078125,3.455078125,1.6240234375,0.90087890625,39.0,0.5244,0.471923828125
f17p0806t0121r03,17,806,3,121,141,1.5654296875,3.5390625,1.974609375,0.8115234375,60.0,0.508,0.5009765625
f17p0806t0122r02,17,806,2,122,140,1.572265625,3.40625,1.833984375,0.880859375,54.0,0.552,0.46435546875
f17p0806t0122r03,17,806,3,122,138,1.6259765625,2.9921875,1.3662109375,0.77978515625,48.0,0.5513,0.434814453125
f17p0806t0123r01,17,806,1,123,141,1.6455078125,3.521484375,1.8759765625,0.8876953125,54.0,0.5337,0.49853515625
f17p0806t0123r02,17,806,2,123,140,1.5654296875,3.38671875,1.8212890625,0.88525390625,51.0,0.5386,0.50048828125
f17p0806t0140r02,17,806,2,140,159,1.6953125,3.853515625,2.158203125,0.90771484375,57.0,0.539,0.49365234375
f17p0806t0141r01,17,806,1,141,157,1.755859375,3.802734375,2.046875,0.9443359375,48.0,0.5176,0.513671875
f17p0806t0141r02,17,806,2,141,158,1.765625,3.669921875,1.904296875,0.845703125,51.0,0.527,0.5341796875
f17p0806t0157r01,17,806,1,157,174,1.9541015625,3.91015625,1.955078125,0.80712890625,51.0,0.5073,0.51806640625
f17p0806t0157r02,17,806,2,157,176,1.8486328125,3.970703125,2.12109375,0.7548828125,57.0,0.511,0.4921875
f17p0806t0158r03,17,806,3,158,175,1.9599609375,3.931640625,1.970703125,0.8271484375,51.0,0.4958,0.5458984375
f17p0806t0174r01,17,806,1,174,190,2.0234375,3.732421875,1.7080078125,0.8388671875,48.0,0.5195,0.453125
f17p0806t0174r02,17,806,2,174,190,1.884765625,3.5859375,1.701171875,0.8134765625,48.0,0.5254,0.525390625
f17p0806t0175r04,17,806,4,175,190,2.146484375,4.109375,1.962890625,0.8369140625,45.0,0.487,0.53857421875
f17p0806t0176r03,17,806,3,176,196,1.9541015625,4.17578125,2.220703125,0.78759765625,60.0,0.5127,0.482666015625
f17p0806t0190r02,17,806,2,190,206,2.041015625,3.771484375,1.73046875,0.81494140625,48.0,0.5244,0.517578125
f17p0806t0190r03,17,806,3,190,204,1.884765625,3.578125,1.6923828125,0.931640625,42.0,0.537,0.490966796875
f17p0806t0190r04,17,806,4,190,208,1.701171875,3.51171875,1.8095703125,0.7724609375,54.0,0.502,0.5
f17p0806t0204r03,17,806,3,204,221,1.755859375,3.724609375,1.96875,0.84326171875,51.0,0.4922,0.52392578125
f17p0806t0206r03,17,806,3,206,222,1.951171875,3.974609375,2.0234375,0.9052734375,48.0,0.5063,0.49072265625
f17p0806t0222r03,17,806,3,222,241,1.951171875,3.921875,1.970703125,0.76611328125,57.0,0.492,0.50146484375
f17p0806t0223r01,17,806,1,223,244,1.6259765625,3.970703125,2.34375,0.8671875,63.0,0.504,0.48828125
f17p0806t0227r03,17,806,3,227,249,1.63671875,4.171875,2.537109375,0.822265625,66.0,0.5254,0.51611328125
f17p0806t0243r02,17,806,2,243,261,1.69140625,3.546875,1.85546875,0.83056640625,54.0,0.5396,0.46728515625
f17p0806t0243r03,17,806,3,243,260,1.69140625,3.33984375,1.6484375,0.7265625,51.0,0.51,0.46875
f17p0806t0244r01,17,806,1,244,261,1.939453125,4.03515625,2.095703125,0.88525390625,51.0,0.52,0.4833984375
f17p0806t0244r02,17,806,2,244,259,2.03125,3.982421875,1.9501953125,0.88818359375,45.0,0.5186,0.5263671875
f17p0806t0259r03,17,806,3,259,276,1.8857421875,3.9453125,2.05859375,0.90380859375,51.0,0.4817,0.48486328125
f17p0806t0261r01,17,806,1,261,277,1.9501953125,3.640625,1.69140625,0.79833984375,48.0,0.5283,0.482421875
f17p0806t0261r02,17,806,2,261,278,2.083984375,4.1796875,2.095703125,0.85595703125,51.0,0.556,0.50146484375
f17p0806t0277r01,17,806,1,277,296,1.755859375,3.775390625,2.01953125,0.724609375,57.0,0.6,0.55078125
f17p0806t0277r02,17,806,2,277,294,1.884765625,3.548828125,1.6630859375,0.771484375,51.0,0.557,0.51806640625
f17p0806t0278r03,17,806,3,278,293,2.095703125,3.81640625,1.7197265625,0.8779296875,45.0,0.5786,0.515625
f17p0806t0278r04,17,806,4,278,291,2.083984375,3.322265625,1.2373046875,0.7392578125,39.0,0.539,0.48974609375
f17p0806t0293r03,17,806,3,293,306,1.966796875,3.3828125,1.4150390625,0.8310546875,39.0,0.5107,0.5
f17p0806t0293r04,17,806,4,293,308,1.8486328125,3.9375,2.087890625,1.0068359375,45.0,0.516,0.501953125
f17p0806t0294r02,17,806,2,294,310,1.8388671875,3.603515625,1.7646484375,0.8681640625,48.0,0.5547,0.468994140625
f17p0806t0296r01,17,806,1,296,310,2.080078125,3.587890625,1.5078125,0.7998046875,42.0,0.586,0.52587890625
f17p0806t0310r01,17,806,1,310,324,1.8857421875,3.51171875,1.625,0.8525390625,42.0,0.542,0.5
f17p0806t0310r02,17,806,2,310,326,1.701171875,3.326171875,1.6240234375,0.87841796875,48.0,0.574,0.529296875
f17p0806t0312r03,17,806,3,312,327,1.759765625,3.275390625,1.515625,0.8837890625,45.0,0.5464,0.47802734375
f17p0806t0312r04,17,806,4,312,326,1.6953125,2.810546875,1.115234375,0.7724609375,42.0,0.5317,0.486328125
f17p0806t0324r01,17,806,1,324,341,1.755859375,3.525390625,1.76953125,0.84716796875,51.0,0.547,0.46240234375
f17p0806t0324r02,17,806,2,324,343,1.7548828125,3.91796875,2.162109375,0.81201171875,57.0,0.564,0.50244140625
f17p0806t0326r03,17,806,3,326,341,1.759765625,3.38671875,1.6259765625,0.86083984375,45.0,0.568,0.49951171875
f17p0806t0326r04,17,806,4,326,342,1.5654296875,3.31640625,1.7509765625,0.875,48.0,0.524,0.548828125
f17p0806t0341r01,17,806,1,341,356,1.6298828125,3.130859375,1.501953125,0.81787109375,45.0,0.5474,0.60498046875
f17p0806t0341r02,17,806,2,341,358,1.8955078125,3.548828125,1.6533203125,0.77685546875,51.0,0.5493,0.51806640625
f17p0806t0341r04,17,806,4,341,359,1.69140625,3.7109375,2.01953125,0.8779296875,54.0,0.5483,0.47412109375
f17p0806t0343r03,17,806,3,343,357,1.966796875,3.52734375,1.5595703125,0.818359375,42.0,0.56,0.427490234375
f17p0806t0343r04,17,806,4,343,356,1.9501953125,3.255859375,1.306640625,0.8310546875,39.0,0.517,0.54052734375
f17p0806t0356r01,17,806,1,356,379,1.8955078125,3.66015625,1.765625,0.73779296875,69.0,0.5234,0.484619140625
f17p0806t0357r03,17,806,3,357,371,1.5078125,2.603515625,1.095703125,0.76318359375,42.0,0.503,0.47509765625
f17p0806t0357r04,17,806,4,357,369,2.01953125,3.46875,1.4501953125,0.95166015625,36.0,0.4993,0.488525390625
f17p0806t0358r03,17,806,3,358,376,1.8388671875,3.91015625,2.072265625,0.8076171875,54.0,0.534,0.517578125
f17p0806t0358r04,17,806,4,358,376,1.7099609375,3.66796875,1.958984375,0.82666015625,54.0,0.525,0.481201171875
f17p0806t0376r02,17,806,2,376,391,1.6259765625,3.32421875,1.69921875,0.88818359375,45.0,0.51,0.490234375
f17p0806t0376r03,17,806,3,376,392,1.8896484375,3.455078125,1.5654296875,0.818359375,48.0,0.508,0.471923828125
f17p0806t0376r04,17,806,4,376,390,2.0234375,3.451171875,1.4267578125,0.74853515625,42.0,0.4858,0.47119140625
f17p0806t0379r01,17,806,1,379,395,1.7744140625,3.447265625,1.6728515625,0.9072265625,48.0,0.525,0.4716796875
f17p0806t0379r02,17,806,2,379,395,1.8857421875,3.525390625,1.6396484375,0.7353515625,48.0,0.551,0.499267578125
f17p0806t0391r03,17,806,3,391,413,1.6298828125,4.12109375,2.490234375,0.8681640625,66.0,0.4885,0.5087890625
f17p0806t0395r01,17,806,1,395,412,1.6259765625,3.4453125,1.8203125,0.88427734375,51.0,0.492,0.5283203125
f17p0806t0395r02,17,806,2,395,412,1.8212890625,3.59375,1.7724609375,0.84814453125,51.0,0.535,0.529296875
f17p0806t0395r04,17,806,4,395,409,1.765625,3.3828125,1.6171875,0.89794921875,42.0,0.5317,0.461669921875
f17p0806t0412r01,17,806,1,412,430,1.8212890625,3.794921875,1.9736328125,0.82373046875,54.0,0.4888,0.411376953125
f17p0806t0412r03,17,806,3,412,427,1.9033203125,3.724609375,1.822265625,0.8408203125,45.0,0.534,0.52587890625
f17p0806t0412r04,17,806,4,412,428,1.69140625,3.255859375,1.564453125,0.9111328125,48.0,0.494,0.560546875
f17p0806t0427r04,17,806,4,427,442,1.765625,3.71484375,1.94921875,0.96923828125,45.0,0.5024,0.437744140625
f17p0806t0430r01,17,806,1,430,444,1.5615234375,2.9921875,1.431640625,0.94677734375,42.0,0.4778,0.56494140625
f17p0806t0430r02,17,806,2,430,444,2.234375,3.974609375,1.7412109375,0.892578125,42.0,0.5347,0.5068359375
f17p0806t0444r04,17,806,4,444,460,1.9599609375,3.78125,1.8203125,0.845703125,48.0,0.4924,0.447265625
f17p0806t0457r03,17,806,3,457,477,1.9541015625,3.580078125,1.626953125,0.6884765625,60.0,0.516,0.490478515625
f17p0806t0457r04,17,806,4,457,471,1.6259765625,3.12109375,1.4951171875,0.873046875,42.0,0.4485,0.45849609375
f17p0806t0465r02,17,806,2,465,483,1.9599609375,3.9765625,2.015625,0.787109375,54.0,0.522,0.50732421875
f17p0806t0483r03,17,806,3,483,498,1.9599609375,3.580078125,1.62109375,0.85205078125,45.0,0.4878,0.472412109375
f17p0881t0006r03,17,881,3,6,18,2.419921875,3.6328125,1.212890625,0.81005859375,36.0,0.5728,0.5166015625
f17p0881t0006r04,17,881,4,6,20,2.14453125,3.640625,1.4970703125,0.78759765625,42.0,0.5137,0.499755859375
f17p0881t0012r02,17,881,2,12,29,1.755859375,3.451171875,1.6943359375,0.8935546875,51.0,0.5156,0.45361328125
f17p0881t0012r03,17,881,3,12,27,1.5615234375,3.27734375,1.7158203125,1.017578125,45.0,0.56,0.463134765625
f17p0881t0013r01,17,881,1,13,29,1.572265625,3.380859375,1.8095703125,0.953125,48.0,0.494,0.499755859375
f17p0881t0013r02,17,881,2,13,31,1.884765625,3.92578125,2.041015625,0.9150390625,54.0,0.561,0.5361328125
f17p0881t0046r01,17,881,1,46,68,1.7099609375,4.296875,2.5859375,0.8173828125,66.0,0.4858,0.47021484375
f17p0881t0066r03,17,881,3,66,83,1.7099609375,3.158203125,1.4482421875,0.77880859375,51.0,0.4983,0.47509765625
f17p0881t0066r04,17,881,4,66,83,2.015625,3.509765625,1.494140625,0.734375,51.0,0.481,0.462890625
f17p0881t0067r02,17,881,2,67,73,2.154296875,2.66796875,0.51416015625,0.79150390625,18.0,0.503,0.463623046875
f17p0881t0068r01,17,881,1,68,83,2.01953125,3.576171875,1.556640625,0.78125,45.0,0.4482,0.472900390625
f17p0881t0068r02,17,881,2,68,82,2.275390625,4.1640625,1.888671875,0.900390625,42.0,0.521,0.484130859375
f17p0881t0082r02,17,881,2,82,95,2.015625,3.615234375,1.599609375,0.83056640625,39.0,0.504,0.60302734375
f17p0881t0082r03,17,881,3,82,98,2.1484375,3.966796875,1.818359375,0.7548828125,48.0,0.53,0.458984375
f17p0881t0083r01,17,881,1,83,102,1.69140625,3.51171875,1.8212890625,0.69482421875,57.0,0.4573,0.463134765625
f17p0881t0102r01,17,881,1,102,119,1.6259765625,3.05859375,1.431640625,0.728515625,51.0,0.5073,0.46826171875
f17p0881t0102r02,17,881,2,102,120,1.8857421875,3.7109375,1.82421875,0.759765625,54.0,0.4753,0.49072265625
f17p0881t0119r01,17,881,1,119,140,1.431640625,3.591796875,2.16015625,0.9375,63.0,0.5044,0.54443359375
f17p0881t0119r02,17,881,2,119,137,1.6259765625,3.271484375,1.64453125,0.77001953125,54.0,0.5205,0.5224609375
f17p0881t0120r03,17,881,3,120,138,1.8212890625,3.732421875,1.91015625,0.7919921875,54.0,0.5024,0.56396484375
f17p0881t0120r04,17,881,4,120,137,1.8896484375,3.8359375,1.9462890625,0.83251953125,51.0,0.516,0.525390625
f17p0881t0137r02,17,881,2,137,155,1.7099609375,3.505859375,1.796875,0.82373046875,54.0,0.54,0.450927734375
f17p0881t0138r04,17,881,4,138,154,2.10546875,3.576171875,1.470703125,0.6591796875,48.0,0.4878,0.5087890625
f17p0881t0140r01,17,881,1,140,154,1.9541015625,3.521484375,1.56640625,0.8896484375,42.0,0.4885,0.49853515625
f17p0881t0140r02,17,881,2,140,157,1.63671875,3.2734375,1.63671875,0.80859375,51.0,0.51,0.480224609375
f17p0881t0154r01,17,881,1,154,171,1.7548828125,3.46875,1.7138671875,0.748046875,51.0,0.4622,0.488525390625
f17p0881t0154r02,17,881,2,154,171,1.765625,3.396484375,1.6298828125,0.76611328125,51.0,0.508,0.47998046875
f17p0881t0157r03,17,881,3,157,172,1.572265625,3.06640625,1.494140625,0.8134765625,45.0,0.5186,0.489501953125
f17p0881t0157r04,17,881,4,157,171,1.701171875,3.263671875,1.5615234375,0.94482421875,42.0,0.5376,0.50146484375
f17p0881t0171r01,17,881,1,171,192,1.6953125,3.51171875,1.81640625,0.70166015625,63.0,0.4817,0.5185546875
f17p0881t0171r02,17,881,2,171,188,1.7744140625,3.509765625,1.736328125,0.77587890625,51.0,0.5156,0.462890625
f17p0881t0171r03,17,881,3,171,186,1.6298828125,3.2578125,1.626953125,0.82177734375,45.0,0.4993,0.460693359375
f17p0881t0171r04,17,881,4,171,189,1.765625,3.380859375,1.6142578125,0.75537109375,54.0,0.5205,0.5
f17p0881t0186r04,17,881,4,186,205,1.755859375,3.31640625,1.560546875,0.7275390625,57.0,0.468,0.470703125
f17p0881t0188r02,17,881,2,188,207,1.625,3.130859375,1.5068359375,0.73193359375,57.0,0.523,0.477294921875
f17p0881t0188r03,17,881,3,188,209,1.884765625,3.91015625,2.025390625,0.69384765625,63.0,0.526,0.50146484375
f17p0881t0192r01,17,881,1,192,211,1.8203125,3.64453125,1.82421875,0.8037109375,57.0,0.512,0.5185546875
f17p0881t0192r02,17,881,2,192,213,1.69140625,3.580078125,1.888671875,0.68212890625,63.0,0.5176,0.52783203125
f17p0881t0207r04,17,881,4,207,225,1.63671875,3.646484375,2.009765625,0.828125,54.0,0.526,0.49951171875
f17p0881t0211r01,17,881,1,211,231,1.8896484375,4.03125,2.142578125,0.77685546875,60.0,0.5044,0.54833984375
f17p0881t0211r02,17,881,2,211,227,1.7548828125,3.3828125,1.6279296875,0.79248046875,48.0,0.5127,0.480712890625
f17p0881t0213r03,17,881,3,213,228,1.8896484375,3.59765625,1.708984375,0.80517578125,45.0,0.53,0.5107421875
f17p0881t0213r04,17,881,4,213,234,1.6904296875,4.05078125,2.359375,0.77490234375,63.0,0.5234,0.53173828125
f17p0881t0227r02,17,881,2,227,243,1.6259765625,3.3203125,1.6943359375,0.8095703125,48.0,0.506,0.432373046875
f17p0881t0228r04,17,881,4,228,245,1.8388671875,3.72265625,1.884765625,0.77197265625,51.0,0.506,0.5283203125
f17p0881t0231r01,17,881,1,231,245,2.2109375,3.966796875,1.755859375,0.8369140625,42.0,0.5186,0.475341796875
f17p0881t0231r02,17,881,2,231,244,1.8212890625,3.58203125,1.759765625,1.0693359375,39.0,0.5195,0.473388671875
f17p0881t0244r02,17,881,2,244,261,1.6953125,3.578125,1.8828125,0.8779296875,51.0,0.5054,0.50927734375
f17p0881t0245r01,17,881,1,245,260,1.884765625,3.70703125,1.8212890625,0.88671875,45.0,0.4944,0.4736328125
f17p0881t0245r02,17,881,2,245,258,2.080078125,3.798828125,1.716796875,0.97314453125,39.0,0.547,0.5205078125
f17p0881t0258r02,17,881,2,258,273,1.9765625,3.83984375,1.8623046875,0.861328125,45.0,0.5347,0.5078125
f17p0881t0258r03,17,881,3,258,274,1.8212890625,3.85546875,2.03515625,0.93408203125,48.0,0.508,0.47314453125
f17p0881t0260r01,17,881,1,260,275,1.7548828125,3.126953125,1.3720703125,0.7734375,45.0,0.512,0.47998046875
f17p0881t0260r02,17,881,2,260,278,1.951171875,4.03125,2.080078125,0.8251953125,54.0,0.5347,0.54833984375
f17p0881t0273r03,17,881,3,273,287,1.9501953125,3.380859375,1.431640625,0.7705078125,42.0,0.5,0.51904296875
f17p0881t0273r04,17,881,4,273,287,1.8896484375,3.650390625,1.7607421875,0.90576171875,42.0,0.4878,0.49853515625
f17p0881t0275r01,17,881,1,275,293,1.5009765625,3.197265625,1.697265625,0.83447265625,54.0,0.5264,0.5322265625
f17p0881t0275r02,17,881,2,275,292,1.6259765625,3.32421875,1.69921875,0.83935546875,51.0,0.543,0.490234375
f17p0881t0278r03,17,881,3,278,290,2.2109375,3.521484375,1.3115234375,0.826171875,36.0,0.5356,0.49853515625
f17p0881t0278r04,17,881,4,278,291,1.8212890625,3.255859375,1.435546875,0.90087890625,39.0,0.5444,0.50048828125
f17p0881t0292r02,17,881,2,292,309,1.6298828125,3.533203125,1.9033203125,0.869140625,51.0,0.5664,0.53857421875
f17p0881t0292r03,17,881,3,292,309,1.6953125,3.451171875,1.7568359375,0.841796875,51.0,0.569,0.472412109375
f17p0881t0293r01,17,881,1,293,310,1.701171875,3.650390625,1.9501953125,0.85302734375,51.0,0.514,0.51904296875
f17p0881t0293r02,17,881,2,293,309,1.49609375,3.046875,1.55078125,0.86767578125,48.0,0.5215,0.47705078125
f17p0881t0309r02,17,881,2,309,330,1.453125,3.654296875,2.201171875,0.87255859375,63.0,0.5166,0.499267578125
f17p0881t0309r04,17,881,4,309,328,1.9033203125,3.267578125,1.3642578125,0.5361328125,57.0,0.5215,0.52099609375
f17p0881t0310r01,17,881,1,310,328,1.8955078125,3.798828125,1.9033203125,0.84033203125,54.0,0.487,0.467041015625
f17p0881t0310r02,17,881,2,310,326,1.755859375,3.380859375,1.625,0.783203125,48.0,0.5103,0.51953125
f17p0881t0326r02,17,881,2,326,343,1.755859375,3.45703125,1.7001953125,0.779296875,51.0,0.5273,0.4921875
f17p0881t0326r03,17,881,3,326,347,1.625,3.9140625,2.2890625,0.8125,63.0,0.5054,0.482666015625
f17p0881t0328r01,17,881,1,328,343,1.7744140625,3.251953125,1.4775390625,0.771484375,45.0,0.474,0.499755859375
f17p0881t0343r01,17,881,1,343,361,1.625,2.951171875,1.326171875,0.6962890625,54.0,0.497,0.489013671875
f17p0881t0343r02,17,881,2,343,360,1.6259765625,3.404296875,1.7783203125,0.80322265625,51.0,0.5044,0.52099609375
